App Name,App Id,Category,Rating,Rating Count,Installs,Minimum Installs,Maximum Installs,Free,Price,Currency,Size,Minimum Android,Developer Id,Developer Website,Developer Email,Released,Last Updated,Content Rating,Privacy Policy,Ad Supported,In App Purchases,Editors Choice,Scraped Time
GO SMS PRO CRYSTAL THEME,com.jb.gosms.theme.getjar.fdcrystal,Personalization,4,452,10000,10000,45092,TRUE,0,USD,2.7M,1.6 and up,ZT.art,,yuxin.cpp@gmail.com,07/13/15,07/13/15,Everyone,http://d2prafqgniatg5.cloudfront.net/soft/file/term/1122/gosmstheme-privacy.html,FALSE,FALSE,FALSE,2021-06-15 20:19:40
"Daily Mindfulness - Calm, Sleep, Relax, Meditation",com.devmobisoft.dailymindfulnessapp,Health & Fitness,0,0,1000,1000,1157,TRUE,0,USD,41M,5.1 and up,PartyGames,,devmobi85730@gmail.com,04/22/19,04/23/19,Teen,https://firebasestorage.googleapis.com/v0/b/fir-demo-8cdba.appspot.com/o/DEVMOBISOFT_PRIVACY_POLICY.htm?alt=media&token=3b402b2b-f7f4-4e06-8648-09396a4fe228,TRUE,FALSE,FALSE,2021-06-15 20:19:40
ACE Auto Club Europa,air.de.autoclubeuropa.ace,Maps & Navigation,4.5,1592,100000,100000,214635,TRUE,0,USD,11M,5.0 and up,Auto Club Europa e. V.,https://www.ace.de/,digitales-marketing@ace.de,10/31/14,06/02/21,Everyone,https://www.ace.de/datenschutz-app,FALSE,FALSE,FALSE,2021-06-15 20:19:40
Space wallpapers 4K 2021,com.space.background2021,Photography,0,0,1,1,3,TRUE,0,USD,18M,4.1 and up,Star Align,https://deb73bc5e.app-ads-txt.com/,Hosoalkhateeb@gmail.com,01/02/21,03/07/21,Everyone,,TRUE,FALSE,FALSE,2021-06-15 20:19:40
HOMEVIZ,com.cnest.dthome,Tools,2.4,33,1000,1000,4386,TRUE,0,USD,49M,5.0 and up,Cnest,,akaso20160903@gmail.com,09/21/20,05/21/21,Everyone,https://www.akasotech.com/privacy,FALSE,FALSE,FALSE,2021-06-15 20:19:40
KURS.IF.UA,com.wKURSIFUA,News & Magazines,0,0,100,100,108,TRUE,0,USD,1.3M,2.3 and up,IF-city,http://kurs.if.ua/,editor@pravda.if.ua,07/18/15,07/18/15,Teen,,TRUE,FALSE,FALSE,2021-06-15 20:19:40
Delhi Public Transport - Metro and DTC Bus Routes,com.delhitransport.app,Travel & Local,3.2,125,10000,10000,36174,TRUE,0,USD,7.0M,4.1 and up,Social Tech Network,https://www.delhipublictransport.com/,delhipublictransport@gmail.com,07/24/19,09/16/19,Everyone,https://www.termsfeed.com/privacy-policy/d8a54453fb5aa586d31586f56857d9fc,TRUE,FALSE,FALSE,2021-06-15 20:19:40
Weinfest+ Weinfestkalender,net.drailing.weinfest,Travel & Local,3.6,116,10000,10000,23119,TRUE,0,USD,4.7M,3.0 and up,brainstation GbR,http://www.weinfestplus.de,mike@brainstation.de,01/20/14,08/28/17,Everyone,https://www.weinfestplus.de/datenschutz,TRUE,FALSE,FALSE,2021-06-15 20:19:40
Decon2018,com.Mahathi.Decon,Health & Fitness,0,0,10,10,27,TRUE,0,USD,7.7M,4.0.3 and up,Raja Cement Works,,thirurmnd@gmail.com,04/13/18,04/14/18,Everyone,,FALSE,FALSE,FALSE,2021-06-15 20:19:40
Car Games Revival: Car Racing Games for Kids,com.lf.real.extreme.suv.offroad.drive.games.free,Racing,3.9,55218,10000000,10000000,30052692,TRUE,0,USD,43M,4.4 and up,Abstron Pvt Ltd,http://www.abstron.com,info.abstron@gmail.com,11/09/16,06/12/21,Everyone,http://www.abstron.com/legal/privacy.html,TRUE,TRUE,FALSE,2021-06-15 20:19:40
Pocket Bowling 3D,com.dumadugames.pocketbowling,Sports,3.6,576,100000,100000,334144,TRUE,0,USD,22M,4.0.3 and up,Chameleo Studios,http://chameleostudios.com,hello@chameleostudios.com,03/22/13,06/21/19,Everyone,http://chameleostudios.com/privacy-policy/,TRUE,TRUE,FALSE,2021-06-15 20:19:40
Ambuja Bidding,com.ampl.ambujaexports,Business,0,0,100,100,130,TRUE,0,USD,5.4M,4.2 and up,Gujarat Ambuja Exports Ltd.,https://www.ambujagroup.com/,vijay@ambujagroup.com,03/31/19,05/01/19,Everyone,https://www.ambujagroup.com/wp-content/uploads/2016/09/Private-Policy.pdf,FALSE,FALSE,FALSE,2021-06-15 20:19:40
Home Theater Remote Pro,com.trueberry.hometheatre,Tools,2.6,171,100000,100000,119403,TRUE,0,USD,3.0M,4.0 and up,Igor Silakov,http://hts.uxp.ru/#/hts,kaluganin514@gmail.com,06/04/16,01/07/18,Everyone,http://hts.uxp.ru/#/hts/policy,FALSE,FALSE,FALSE,2021-06-15 20:19:41
Духовно-нравственная культура (ДНК),appinventor.ai_moscluster_com.DNK,Education,0,0,100,100,103,TRUE,0,USD,1.6M,1.6 and up,MOSCLUSTER LLC,http://www.moscluster.com,1@moscluster.com,07/05/17,07/05/17,Everyone,https://www.moscluster.com/?page_id=463,FALSE,FALSE,FALSE,2021-06-15 20:19:41
Subtitle VR.,subtitle.sync.system,Education,0,0,100,100,472,TRUE,0,USD,2.1M,5.0 and up,Yu.Chirichenko,,Y.Chirichenko@gmail.com,07/06/17,07/06/17,Everyone,,FALSE,FALSE,FALSE,2021-06-15 20:19:41
Interact 3,air.com.compasspub.interact3,Education,2.6,21,1000,1000,4961,TRUE,0,USD,37M,2.3 and up,Compass Publishing,http://www.compasspub.com,junge@wjcompass.com,09/08/17,09/08/17,Everyone,http://classbooster.net/Pages/user/termOfUse.aspx,FALSE,FALSE,FALSE,2021-06-15 20:19:41
RPM Practice Test,com.perfectconsulting.perfecttestrpmfree,Entertainment,0,0,5,5,5,TRUE,0,USD,21M,5.0 and up,Perfect Consulting B.V.,,info@perfectconsulting.eu,05/19/21,05/26/21,Everyone,,TRUE,FALSE,FALSE,2021-06-15 20:19:41
JayBo,com.appswiz.jaybocbdcfj,Business,0,0,10,10,29,TRUE,0,USD,3.6M,4.4 and up,Appswiz W.I,http://www.jaybo.net/,support@appswiz.com,02/20/20,02/20/20,Everyone,http://www.jaybo.net/,FALSE,FALSE,FALSE,2021-06-15 20:19:41
Uniquely Nelson,com.alpas.uniquelynelson,Business,0,0,10,10,30,TRUE,0,USD,1.8M,4.4 and up,Alpas Technology,https://uniquelynelson.nz/,developer@alpastechnology.com,04/15/19,05/03/19,Everyone,https://uniquelynelson.nz/privacy-policy/,FALSE,FALSE,FALSE,2021-06-15 20:19:41
Quebec Radio Stations FM Canada Radio,quebec.radiostations,Music & Audio,0,0,5,5,5,TRUE,0,USD,9.0M,4.1 and up,emmcapps,,miemiraapps@gmail.com,08/25/20,08/25/20,Teen,http://www.e-droid.net/privacy.php?ida=1186401&idl=en,TRUE,FALSE,FALSE,2021-06-15 20:19:41
SDRA Mobile (Driver),com.hksr.eattsdra.drivers,Auto & Vehicles,0,0,50,50,84,TRUE,0,USD,9.9M,7.0 and up,The Hong Kong Society for Rehabilitation,https://sdra.hksr.org.hk/sdra/index,eatt_sdra@rehabsociety.org.hk,06/21/20,09/03/20,Everyone,https://sdra.hksr.org.hk/,FALSE,FALSE,FALSE,2021-06-15 20:19:41
Tasteocracy Taste Testers,com.tasteocracy.app,Food & Drink,3.3,12,1000,1000,1874,TRUE,0,USD,12M,4.4 and up,Tasteocracy Testers,https://www.tasteocracy.com,Tasteocracy@eurofinsus.com,05/13/20,02/10/21,Everyone,https://www.tasteocracy.com/aboutTasteocracy/privacy,FALSE,FALSE,FALSE,2021-06-15 20:19:41
Rekleo TV app,com.rekleo.tvapp,Business,0,0,1,1,3,TRUE,0,USD,11M,4.2 and up,Rekleo Media Inc.,https://www.rekleo.com/,rekleoapp@gmail.com,11/17/18,11/17/18,Everyone,https://www.rekleo.com/policy,TRUE,FALSE,FALSE,2021-06-15 20:19:41
Wealthbox,com.starburstlabs.wealthbox_android.prod,Business,4.6,54,1000,1000,1377,TRUE,0,USD,6.1M,7.0 and up,Wealthbox,https://www.wealthbox.com/,support+android@wealthbox.com,06/10/19,10/14/20,Everyone,https://www.wealthbox.com/privacy-policy/,FALSE,FALSE,FALSE,2021-06-15 20:19:41
Zebra Print Wallpapers: HD images Free download,com.techzit.zebraprintwallpapers,Personalization,0,0,500,500,600,TRUE,0,USD,8.9M,5.0 and up,TZLabs,https://toolsfairy.com,tzlabs4u@gmail.com,08/19/19,12/10/20,Everyone,https://toolsfairy.com/privacy-policy.html,TRUE,FALSE,FALSE,2021-06-15 20:19:41
"Wildflower Health, A Smarter Way to Care",com.wildflowerhealth.UGROW.WildflowerSWC,Health & Fitness,0,0,10,10,29,TRUE,0,USD,31M,4.4 and up,Wildflower Health,https://www.wildflowerhealth.com/,support@wildflowerhealth.com,07/30/20,04/15/21,Everyone,https://www.wildflowerhealth.com/privacy-policy,FALSE,FALSE,FALSE,2021-06-15 20:19:41
Cirugía Cardiovascular,com.elsevier.editorial.revista.cirugiacardiovascular.spa,Medical,0,0,100,100,372,TRUE,0,USD,25M,4.0.3 and up,Elsevier España S.L.U.,http://www.elsevier.es,SOLERL@science.regn.net,12/28/18,10/10/19,Everyone,,FALSE,FALSE,FALSE,2021-06-15 20:19:41
Lagu Religi dan Sholawat : mp3 dan video,com.proj.dinocom.religidansholawat,Entertainment,0,0,100,100,231,TRUE,0,USD,67M,4.4 and up,Dinocom Project,,dinocom.proj@gmail.com,01/06/21,01/14/21,Teen,https://dinocomweb.blogspot.com/2021/01/aplikasi-lagu-religi-dan-sholawat.html,TRUE,FALSE,FALSE,2021-06-15 20:19:41
Trix,com.al3aabna.trix,Card,4.2,5102,500000,500000,547730,TRUE,0,USD,29M,4.0.3 and up,Innovative Applications,http://kingtrix.com,futuregames2020@gmail.com,11/25/14,03/03/21,Everyone,,TRUE,FALSE,FALSE,2021-06-15 20:19:41
Thánh Ca - Thanh Ca Công Giáo Hay Tuyệt Vời,com.chikik.jesusvibes,Music & Audio,0,0,1000,1000,4727,TRUE,0,USD,28M,4.2 and up,CHIKIK HOUSE,http://chikik.com/#jesusvibes,chikik868@gmail.com,04/25/20,01/23/21,Everyone,http://chikik.com/jesusvibes/privacy,TRUE,TRUE,FALSE,2021-06-15 20:19:42
Claudy Worker,io.claudy.worker,Business,0,0,100,100,110,TRUE,0,USD,2.2M,4.4 and up,CRM.Please,https://crmplease.me/,give@crmplease.me,05/17/18,02/22/20,Everyone,http://claudy.fi/privacy-policy/,FALSE,FALSE,FALSE,2021-06-15 20:19:42
Cute Theme Fluffy Love,jp.co.a_tm.android.plus_fluffy_love,Personalization,4.3,473,50000,50000,62317,TRUE,0,USD,1.2M,2.1 and up,+HOME by Ateam,http://android.atm-plushome.com/theme/index/?=am_plushome_in,info+android@atm-plushome.com,08/26/14,01/23/15,Everyone,http://www.a-tm.co.jp/en/privacy/,TRUE,FALSE,FALSE,2021-06-15 20:19:42
VM-Delay,com.irv.vm_delay,Tools,,,50,50,71,TRUE,0,USD,Varies with device,Varies with device,IVR.RD,,iv_dx@mail.com,,10/23/18,Everyone,,FALSE,FALSE,FALSE,2021-06-15 20:19:42
ignite,com.torch.ignite,Events,5,21,100,100,224,TRUE,0,USD,7.9M,4.1 and up,李孟霈 Adam,http://www.peilee.com,asdfg3865@gmail.com,06/22/18,07/04/18,Everyone,https://alvinyang10919058.wixsite.com/privacypolicy,FALSE,FALSE,FALSE,2021-06-15 20:19:42
RevoApp,com.pensemos.revo,Tools,4.4,10,100,100,193,TRUE,0,USD,2.9M,4.1 and up,Pensemos S.A.,http://www.pensemos.com,developmentteam@pensemos.com,12/21/17,04/05/21,Everyone,,FALSE,FALSE,FALSE,2021-06-15 20:19:42
Mr.Nam- Free English Quiz game,com.ziosoft.namwordquiz,Education,0,0,1000,1000,1568,TRUE,0,USD,26M,4.1 and up,마이웹앱,http://www.mywebapp.co.kr,nssknight@nate.com,03/29/17,03/30/17,Everyone,http://vodtalk.co.kr/mywepapp.asp,TRUE,FALSE,FALSE,2021-06-15 20:19:42
ICE Connect,com.theice.marketdata,Finance,4,11,1000,1000,4134,TRUE,0,USD,3.3M,4.4 and up,"IntercontinentalExchange, Inc",https://www.theice.com/mobile.jhtml,connect_dataanalytics@theice.com,04/07/17,01/22/19,Everyone,https://www.intercontinentalexchange.com/privacy-policy,FALSE,FALSE,FALSE,2021-06-15 20:19:42
Giydir Beni,com.giydirBeni,Lifestyle,3.4,36,1000,1000,4492,TRUE,0,USD,6.0M,5.0 and up,Aee Corporation,http://www.giydirbeni.com.tr,iletisim@giydirbeni.com.tr,07/01/19,12/04/19,Everyone,https://giydirbeni.com.tr/gizlilik.html,TRUE,TRUE,FALSE,2021-06-15 20:19:42
GC Shopper Show,com.trevisan.gcshoppershow,Productivity,0,0,50,50,96,TRUE,0,USD,26M,5.0 and up,uMov.me S.A.,http://umov.me,appstore-registration@umov.me,02/22/18,05/13/21,Everyone,http://get.umov.me/privacy.html,FALSE,FALSE,FALSE,2021-06-15 20:19:42
Non Stop Play UK Music Listen Online Radio Stream,com.merakiapp.nonstopplayukmusiclistenonlineradiostream,Music & Audio,0,0,1,1,3,TRUE,0,USD,5.7M,4.4 and up,merakiapp,,meraki2390@gmail.com,03/10/20,03/10/20,Teen,https://cutt.ly/meyhgbC,TRUE,FALSE,FALSE,2021-06-15 20:19:43
KNOWLEDGE FLOW CLASSES,co.lynde.ffazo,Business,5,8,10,10,33,TRUE,0,USD,37M,4.2 and up,Education Mobile Media,,support@classplus.co,06/12/20,06/13/21,Everyone,https://bit.ly/2YDTip0,TRUE,FALSE,FALSE,2021-06-15 20:19:43
UBIC Wallet,network.ubic.ubic,Finance,4,37,1000,1000,1148,TRUE,0,USD,9.8M,5.0 and up,Bondi Labs,http://ubic.app,panda@panda.cat,07/17/18,07/07/20,Everyone,https://ubic.network/privacy/,FALSE,FALSE,FALSE,2021-06-15 20:19:43
Smart File Manager,com.smartwho.SmartFileManager,Productivity,4.4,18241,1000000,1000000,3741253,TRUE,0,USD,5.0M,4.0.3 and up,SmartWho,http://whoissmart.net/,jameslim789@gmail.com,02/21/11,01/01/21,Everyone,http://whoissmart.net/privacy/en/index.html,TRUE,FALSE,FALSE,2021-06-15 20:19:43
Taariikhda Soomaaliya - History of Somalia,com.historyisfun.somalia,Books & Reference,4.3,261,100000,100000,140707,TRUE,0,USD,11M,4.1 and up,HistoryofTheWorld,http://historyisfun1111.blogspot.com/,wanyamanyahyayaaqub@gmail.com,07/27/17,05/26/21,Everyone,https://historyisfun1111.blogspot.com/p/historyoftheworld-privacy-policy.html,TRUE,TRUE,FALSE,2021-06-15 20:19:43
Notes2Go - Take Notes and Set Reminders On the Go,com.coolcoderz.notes2go,Productivity,4.8,74,100,100,279,TRUE,0,USD,1.7M,4.0 and up,Coolcoderz,,coolcoderzsoftware@gmail.com,05/24/18,05/06/19,Everyone,,FALSE,FALSE,FALSE,2021-06-15 20:19:43
Rooman Elearn,com.vidyamantra.cmoodleapp224,Education,0,0,100,100,136,TRUE,0,USD,26M,4.4 and up,Vidya Mantra Corporation,https://www.vidyamantra.com,sales@vidyamantra.com,02/13/21,03/18/21,Everyone,https://rooman.net/privacy-policy/,FALSE,FALSE,FALSE,2021-06-15 20:19:43
Buku Siswa Kelas 10 MA Fikih Revisi 2014,com.AchmadDroid.BukuSiswa.K13Rev2014.Kelas10Fikih,Books & Reference,0,0,1000,1000,1724,TRUE,0,USD,27M,2.3 and up,Achmad Suryanto,https://oe82ce801.app-ads-txt.com,achmaddroidappstudio@gmail.com,02/24/20,06/16/20,Everyone,https://docs.google.com/document/d/e/2PACX-1vSMsAqm2pGf7cYZiYJqlxYZ-YdMMM5Uro0q6uDr-auC_r9M3cpYFZmzQoPVPU9LBtxar-Bz-0bTjXMN/pub,TRUE,FALSE,FALSE,2021-06-15 20:19:43
Emisoras Unidas 89.7 Radio Online FM,com.appejulcottonero.emisorasunidas897radioonlinefm,Music & Audio,0,0,10,10,34,TRUE,0,USD,7.4M,4.4 and up,raquelgonzalez,,cottonero.ejul@gmail.com,12/19/19,12/19/19,Teen,https://www.facebook.com/notes/appejulcottonero/privacy-policy-for-mobile-applications/124238232308941/,TRUE,FALSE,FALSE,2021-06-15 20:19:43
Let's Fact? Let's Go!,com.trivieroninja.factu,Trivia,5,5,10,10,37,TRUE,0,USD,21M,5.0 and up,Arnold Orlaen,,trivieroninja1@gmail.com,07/14/19,08/27/19,Everyone,https://quickappninja.com/game-privacy-policy.html,TRUE,FALSE,FALSE,2021-06-15 20:19:43
VfL1910,com.tickaroo.enterprise.android7752093899737824318.vflwathlingen,Sports,0,0,50,50,82,TRUE,0,USD,36M,5.0 and up,kicker - Amateurfußball,http://www.kicker.de,amateure@kicker.de,03/04/20,06/09/21,Everyone,http://www.kicker.de/home/513381/datenschutzhinweis.html,TRUE,FALSE,FALSE,2021-06-15 20:19:43
